class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 Whole communities, 	urban and rural	, have been left stranded in distress and despair, through @ @ @ @ @ @ @ @ @ @ undertaken valiant efforts of self-help.
no	X and Y	new	reformed	new - old	(\bnew) and (?!old)(\b\w+)	 This living list, updated regularly with 	new and reformed	 spammers, has long been the first line of defense for most spam fighters.
yes	between X and Y	old	new	new - old	between (old) and (new)	 By using DSMs to document the architecture of the product for every generation of a product family, managers can identify key differences 	between old and new	 architectures.
no	X and Y	long	disciplined	long - short	(\blong) and (?!short)(\b\w+)	 Then I answer my own question: You have been taught by a 	long and disciplined	 tradition of interpretation.
no	X or Y	good	excellent	bad - good	(\bgood) or (?!bad)(\b\w+)	 Obama are about evenly split on whether the economy is in 	good or excellent	 shape compared with those who think the economy is not so good or is poor.
no	X or Y	short	uncoordinated	long - short	(\bshort) or (?!long)(\b\w+)	 That's why the show's producers tended to pick little kids, too 	short or uncoordinated	 to manage the more distant buckets, to compete for the Grand Prize.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Although residents disagree whether the phenomenon is 	good or bad	, the disappearance of green space is altering the area's distinctive appearance as well as the quality and texture of people's lives.
yes	either X or Y	alive	dead	alive - dead	either (alive) or (dead)	" "" Patients are "	either alive or dead	, and as long as they're alive, it's my obligation to give them hope and comfort.
no	X or Y	weird	wrong	right - wrong	(?!right)(\b\w+) or (\bwrong)	 Half of the difficulty, I think, is convincing the person that it is n't 	weird or wrong	.
no	X and Y	large	expansive	large - small	(\blarge) and (?!small)(\b\w+)	 The flight of stairs rose high above the ground before it reached a 	large and expansive	 plateau representing the apartment floor above.
yes	X or Y	low	high	high - low	(low) or (high)	" <h> 4 Comments on "" Can you develop the ability to "" feel "" "	low or high	 blood sugar?
yes	X and Y	private	public	private - public	(private) and (public)	" "" This includes the implementation of @ @ @ @ @ @ @ @ @ @ of resources used to pay for "	private and public	 lawsuits.
yes	between X and Y	high	low	high - low	between (high) and (low)	 However, are there differences 	between high and low	 academic achievers on the ILP scores.
no	X and Y	effective	fast	fast - slow	(?!slow)(\b\w+) and (\bfast)	" Two further lists located in England include: **39;228;TOOLONG providing "" an "	effective and fast	" means of bringing together musicologists, music analysts, computer scientists, and others working on applications of computers in music research, "" and MUSICAL-AESTHETICS@ MAILVASE."
no	X and Y	chewy	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 It was 	chewy and good	, and I'm going to use this idea when making other quiche recipes.
no	X or Y	high	wide	high - low	(\bhigh) or (?!low)(\b\w+)	 If the bullet goes 	high or wide	, it's back to camp to re-zero.
no	X and Y	commercial	private	private - public	(?!public)(\b\w+) and (\bprivate)	 The wrecks sunk on the sites, which range from small tugs and workboats to 400-foot-long Navy ships, have become the most popular dive sites for 	commercial and private	 divers alike.
yes	from X to Y	rural	urban	rural - urban	from (rural) to (urban)	 In the 1950s, the central government set up a household-registration system, dividing the population into urban and rural categories and barring most migration 	from rural to urban	 areas.
yes	X and Y	new	old	new - old	(new) and (old)	 I hope you're discovering some fantastic new reads, from names 	new and old	 on the literary scene.
no	X and Y	small	crisp	large - small	(\bsmall) and (?!large)(\b\w+)	 Here in late April, the plants were only knee-high with no hint of the pink blossoms to come, their leaves still 	small and crisp	 and deep green.
no	X or Y	good	better	bad - good	(\bgood) or (?!bad)(\b\w+)	" "" We felt like we had a good relationship with Chairman Everett and look forward to having as "	good or better	 relations with Chairman Speir.
no	X or Y	political	public	private - public	(?!private)(\b\w+) or (\bpublic)	 Although Poshard's political beliefs position him to the right of the other three major Democratic candidates, there is no mention of them in the ad -- no mention of any other policy, 	political or public	 matter.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 They made a pledge to uphold the laws and support their new country in 	good and bad	 times.
no	X and Y	private	nonpublic	private - public	(\bprivate) and (?!public)(\b\w+)	 Samplings of 1,488 	private and nonpublic	 wells in Randolph Township were used to provide the basis for the ordinance proposal.
yes	both X and Y	large	small	large - small	both (large) and (small)	 Can it be that more of us are more aware of time in 	both large and small	 dimensions than ever before?
yes	X and Y	old	new	new - old	(old) and (new)	 Remember, a year from now you'll be in a much different place, with 	old and new	 friends you've cultivated on your own.
no	X and Y	regular	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 Small business rises and falls more on the tail of what happens to 	regular and poor	 folk.
no	X and Y	medical	public	private - public	(?!private)(\b\w+) and (\bpublic)	 Most of this increase followed the passage of state mandatory use laws, which were enacted through the combined efforts of states, 	medical and public	 health organizations, the automobile industry, and grassroots organizations like Mothers Against Drunk Driving.
yes	neither X nor Y	masculine	feminine	feminine - masculine	neither (masculine) nor (feminine)	" These "" neuter "" women were "	neither masculine nor feminine	, neither active nor passive, neither within nor without their culture; they stood on the margin of these dualities both within and without their works.
no	X or Y	out	sober	drunk - sober	(?!drunk)(\b\w+) or (\bsober)	 Everybody -- the prince, the pauper, strung-	out or sober	 -- has problems, the Glide mantra goes.
no	X and Y	silly	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Then too 	silly and small	 to know better, Toto ran onto the West Side Highway and into a car as if into the arms of a loving child.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 It's a little bit of judgement, a chunk of advice, a little bit of looking at the 	good and bad	 sides of UIs and a big bit of discussion.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 But 	hot and cold	 streaks are nothing new to Uggla, as Braves fans learned in his crazy first season with the Braves in 2011: He hit.
no	X and Y	new	weak	new - old	(\bnew) and (?!old)(\b\w+)	 First, 	new and weak	 (resource-poor) democracies are more likely to suffer the consequences of the tension between political democracy and economic security.
no	X and Y	long	hefty	long - short	(\blong) and (?!short)(\b\w+)	 	long and hefty	 enough to be an asset in a bar brawl, and when I press the @ @ @ @ @ @ @ @ @ @ evil green.
no	X or Y	warm	hot	cold - hot	(?!cold)(\b\w+) or (\bhot)	 Flax or hemp oils can be used however they must be refrigerated during 	warm or hot	 weather.
yes	between X and Y	active	passive	active - passive	between (active) and (passive)	" "" Honey, see if you have time to call the caterers about Saturday, and let's get someone out here to fix that toilet and someone to teach Charlie the difference "	between active and passive	 voice.
no	X and Y	old	primitive	new - old	(\bold) and (?!new)(\b\w+)	 Next, he played an 	old and primitive	 Mississippi Delta Blues number, Levee Camp Holler, again reckoning the rhythm of the Adhaan.
no	X and Y	hot	lazy	cold - hot	(\bhot) and (?!cold)(\b\w+)	 The world sat, 	hot and lazy	, in front of her, ready to destroy her if she made the wrong move.
yes	either X or Y	small	large	large - small	either (small) or (large)	 3 steel proved the best all-around duck load (for hunting where 	either small or large	 species may come over) and that BBB is best for most sizes and species of geese.
yes	between X and Y	rural	urban	rural - urban	between (rural) and (urban)	 Young peasants now have many ways to survive, including staying on the land, working in small-scale rural industries, or in trading 	between rural and urban	 areas.
no	X and Y	bad	useless	bad - good	(\bbad) and (?!good)(\b\w+)	 We are not all 	bad and useless	.
no	X or Y	small	inexpensive	large - small	(\bsmall) or (?!large)(\b\w+)	 This is no 	small or inexpensive	 production.
no	both X and Y	popular	high	high - low	both (?!low)(\b\w+) and (\bhigh)	 And it still seems unfair to characterize Pinker as @ @ @ @ @ @ @ @ @ @ 	both popular and high	 art, and assumes his readers will derive pleasure from these references.
no	X or Y	good	excellent	bad - good	(\bgood) or (?!bad)(\b\w+)	 corn crop in 	good or excellent	 condition as of July 15, the least for the date since 1988.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	" "" If God does n't want disparity "	between rich and poor	, then that has to be addressed at all levels of society, from political leadership to corporate managers down to the individual.
no	X and Y	good	tasty	bad - good	(\bgood) and (?!bad)(\b\w+)	 The meal was simple, 	good and tasty	 just what the cook ordered.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 They would follow it for 15 weeks from September to January (including the diet-sabotaging holiday weeks), and they would write about the results -- 	good or bad	 -- for the May issue of the magazine.
yes	X and Y	large	small	large - small	(large) and (small)	 Comparisons of selected characteristics of faculty in 	large and small	 black colleges.
no	X or Y	left	right	right - wrong	(?!wrong)(\b\w+) or (\bright)	 In the dialog box presented, you can choose the value of the percentile, the color of the bar to be shown, and whether the 	left or right	 tails (or both) are calculated.
no	X and Y	low	casual	high - low	(\blow) and (?!high)(\b\w+)	 Just before opening it, he leaned toward Spezi and spoke in a 	low and casual	 voice.
no	X and Y	absurd	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 Even though we all think it's sort of totally 	absurd and hard	 to remember.
no	X and Y	active	iconic	active - passive	(\bactive) and (?!passive)(\b\w+)	 Her blood gestated for 18 years, birthing a new incarnation of horror women -- the 	active and iconic	 Final Girl in 1978's Halloween.
yes	X and Y	public	private	private - public	(public) and (private)	 Do you disagree with the @ @ @ @ @ @ @ @ @ @ had 	public and private	 benefits as they defined this period.
yes	X and Y	poor	rich	poor - rich	(poor) and (rich)	 People are born into 	poor and rich	 families and for the most part, the zip code you were born into is biggest influence in how you turn out.
no	X and Y	dangerous	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 It is 	dangerous and wrong	 to use natural material (stem cells) for unnatural purposes.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 Talk about the importance of having strict boundaries and having peers and adults holding you accountable for all your actions, 	good and bad	.
no	X and Y	large	elegant	large - small	(\blarge) and (?!small)(\b\w+)	 Many families had moved to the area to take advantage of all the work opportunities available and the size of this 	large and elegant	 building was a testament to the progress in the area.
