class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	hot	tired	cold - hot	(\bhot) and (?!cold)(\b\w+)	 @ @ @ @ @ @ @ @ @ @ turn my face away from the sun because I am 	hot and tired	 and want to be far away from here.
no	X and Y	heavy	sweeping	heavy - light	(\bheavy) and (?!light)(\b\w+)	 Her hair is caught in the kind of knot the Italian women wear, 	heavy and sweeping	 and low on the neck.
no	X and Y	sweeping	low	high - low	(?!high)(\b\w+) and (\blow)	 Her hair is caught in the kind of knot the Italian women wear, heavy and 	sweeping and low	 on the neck.
no	X and Y	long	thick	long - short	(\blong) and (?!short)(\b\w+)	 His hair hangs 	long and thick	, a shiny mass down his back.
no	X and Y	soft	woody	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 I sit with my legs dangling over a stone ledge and uncork my round-bellied bottle, and the wine tastes 	soft and woody	.
yes	either X or Y	right	wrong	right - wrong	either (right) or (wrong)	 She was 	either right or wrong	 about a " secret, " and Joop Heijman was not there to tell us which.
no	X or Y	live	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 I took a last glimpse of Palmer who was watching the road, and I thought of no other person or thing-	live or dead	.
yes	how X or Y	good	bad	bad - good	how (good) or (bad)	 They would really know 	how good or bad	 is that hospital, if it fits their needs, and if there is a better one nearby.
no	X and Y	thick	large	large - small	(?!small)(\b\w+) and (\blarge)	 His hair was white and trimmed close at the back and his body looked as though it might once have been powerful, barrel-chested, his hands 	thick and large	, the skin now freckled and puckered with age.
no	X and Y	warm	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 Leaving her narrow room, going down the dormitory stairs, she could feel him on her chest, 	warm and heavy	, smelling of milk and pee.
no	X and Y	cold	nauseous	cold - hot	(\bcold) and (?!hot)(\b\w+)	 She woke up, stiff with 	cold and nauseous	, all the windows open, three A.
no	X and Y	drunk	weak	drunk - sober	(\bdrunk) and (?!sober)(\b\w+)	 She too 	drunk and weak	 to hold it still, but she point it at Mr.
no	X and Y	long	horrible	long - short	(\blong) and (?!short)(\b\w+)	 I was still in college when my mother wrote to me: your aunt Sylvia has lost a 	long and horrible	 battle against breast cancer.
no	X and Y	wet	ungreeted	dry - wet	(\bwet) and (?!dry)(\b\w+)	 I'm sure they walked in 	wet and ungreeted	.
no	X and Y	short	weedy	long - short	(\bshort) and (?!long)(\b\w+)	 I looked up from my desk and saw him, a round, fatty ball of man-impossibly 	short and weedy	.
no	X and Y	compact	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 The vomit was 	compact and dry	, it had settled into a paste around the loner's mouth, and white small-caliber worms were at work in it.
no	X and Y	light	easy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 From above, a person's gait looks 	light and easy	; at eye level, it is heavier, involving effort, with one foot always pressed to the ground.
no	X or Y	live	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 For example, is it the look of a 	live or dead	 fish?
no	X and Y	rich	bitter	poor - rich	(\brich) and (?!poor)(\b\w+)	 Now the final touch: the chocolate, semisweet @ @ @ @ @ @ @ @ @ @ her feel 	rich and bitter	.
no	X and Y	soft	thin	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 The skin was 	soft and thin	, but underneath it his arm was muscular and pulsing.
no	X and Y	long	bony	long - short	(\blong) and (?!short)(\b\w+)	 Peter spun around into the arms of Leah, as 	long and bony	 as when he and Limmel both had bounced her on that big Basque bed.
no	X and Y	long	narrow	long - short	(\blong) and (?!short)(\b\w+)	 Her shop was 	long and narrow	.
no	X and Y	soft	fluffy	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Now everything goes into the dryer and comes out 	soft and fluffy	.
no	X and Y	old	erudite	new - old	(\bold) and (?!new)(\b\w+)	 Porter was too 	old and erudite	 for children and Marguerite supposed she was too.
no	X and Y	dry	abrupt	dry - wet	(\bdry) and (?!wet)(\b\w+)	 Yet she was slightly formidable - 	dry and abrupt	 - as she led them through an empty studio to a dressing room, saying, " No, you are n't early, just hang your things here.
no	X and Y	long	black	long - short	(\blong) and (?!short)(\b\w+)	 Masha's hair grew 	long and black	 like the dancer's, heavy with rain.
no	X and Y	hard	fast	hard - soft	(\bhard) and (?!soft)(\b\w+)	 Nobody can make 	hard and fast	 rules about women.
no	X and Y	active	outspoken	active - passive	(\bactive) and (?!passive)(\b\w+)	 But the gist of it is that he suddenly became much more 	active and outspoken	 this year.
no	X and Y	empty	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 The hearth is beside him 	empty and cold	.
no	X and Y	permanent	immobile	permanent - temporary	(\bpermanent) and (?!temporary)(\b\w+)	 He desires only to rest in its shade, which to him seems 	permanent and immobile	 (for its motion can not be perceived by the senses).
no	X and Y	old	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 Being 	old and poor	, he had less to lose, so he agreed.
yes	X or Y	hard	soft	hard - soft	(hard) or (soft)	 The Case Against Language ABSTRACT Language is more dangerous than any 	hard or soft	 drug, whether chemical, biological, or electromagnetic.
no	X and Y	fast	cheap	fast - slow	(\bfast) and (?!slow)(\b\w+)	 The technique must be 	fast and cheap	.
no	X and Y	long	eventful	long - short	(\blong) and (?!short)(\b\w+)	 And I realized I'm part of that procession too, but still separate from it, as each one of them was, to find my own way-just as my mother was during her 	long and eventful	 life.
no	X and Y	cold	distant	cold - hot	(\bcold) and (?!hot)(\b\w+)	 How many relapses am I allowed before she starts getting 	cold and distant	 again?
no	X and Y	sober	ethical	drunk - sober	(\bsober) and (?!drunk)(\b\w+)	 He is grave, 	sober and ethical	.
no	X and Y	hard	small	hard - soft	(\bhard) and (?!soft)(\b\w+)	 Her lips are 	hard and small	 like those of a Greek goddess.
no	X and Y	soft	warm	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Her hands 	soft and warm	 as feathers.
no	X and Y	dry	explosive	dry - wet	(\bdry) and (?!wet)(\b\w+)	 I have turned all the 	dry and explosive	 matter of her female soul on fire.
no	X and Y	soft	greasy	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 The sounds of 	soft and greasy	 blows resound in my ears.
no	X and Y	gray	dead	alive - dead	(?!alive)(\b\w+) and (\bdead)	 The large, 	gray and dead	 sea; the islands like frozen ships on which everything living had died, except for a dog which announces the death of its masters like a bell.
no	X and Y	dead	gray	alive - dead	(\bdead) and (?!alive)(\b\w+)	 This 	dead and gray	 landscape touches me deeply.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Some villagers recounted earlier examples of swollen extremities and speculated about whether this was a 	good or bad	 omen; others began placing bets on when the swelling would subside.
no	X and Y	uncomplicated	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 These waning months of eighth grade would be the last 	uncomplicated and happy	 months of his life; soon the world would get complicated, and he would be unable to get complicated with it.
no	X and Y	long	unruly	long - short	(\blong) and (?!short)(\b\w+)	 His hair was 	long and unruly	.
no	X and Y	low	easy	high - low	(\blow) and (?!high)(\b\w+)	 She has a 	low and easy	 voice that goes fine with walking; every so often he asks her a question.
no	X and Y	low	loose	high - low	(\blow) and (?!high)(\b\w+)	 She had on a lightweight summer dress cut 	low and loose	, and the way she was bent over, it would have taken a saint not to stare.
no	X and Y	alive	hot	alive - dead	(\balive) and (?!dead)(\b\w+)	 His job was to make sure the current was 	alive and hot	.
no	X and Y	good	religious	bad - good	(\bgood) and (?!bad)(\b\w+)	 What she did n't understand was how anybody could possibly endure it-the numbing ennui that her mother had mistaken for the 	good and religious	 life.
no	X and Y	long	pleasant	long - short	(\blong) and (?!short)(\b\w+)	 After a public drunk, @ @ @ @ @ @ @ @ @ @ mostly, right now, sitting on a lawn during a 	long and pleasant	 night, she wanted to remember the details of this life.
yes	both X and Y	wet	dry	dry - wet	both (wet) and (dry)	 His clothes were dirty, his hair greasy, his nose covered in 	both wet and dry	 snot.
no	X and Y	new	great	new - old	(\bnew) and (?!old)(\b\w+)	 With a 	new and great	 humility, Clay opened the bathroom door.
no	X and Y	old	remote	new - old	(\bold) and (?!new)(\b\w+)	 These two were something else, something that felt 	old and remote	, though both camera salesmen were about his own age and worked ten minutes away from his own Sixth Avenue building.
no	X and Y	dry	colorless	dry - wet	(\bdry) and (?!wet)(\b\w+)	 The lips were 	dry and colorless	, and she said, quietly, " so you @ @ @ @ @ @ @ @ @ @ " I want nothing from you, " he said plainly.
no	X and Y	hot	rainy	cold - hot	(\bhot) and (?!cold)(\b\w+)	 The night was 	hot and rainy	.
no	X and Y	soft	wrinkled	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Now eight months later, the apples are in bad shape from wintering over, and the apple skins are 	soft and wrinkled	, shriveled, rubbery.
no	X and Y	dense	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 The winter had been mild, the snow 	dense and wet	.
no	X and Y	soft	wrinkled	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 The apples are 	soft and wrinkled	 and almost disgusting to the touch.
no	X and Y	soft	abundant	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 The snow came late, with nothing until January, and when it came it was 	soft and abundant	.
no	X and Y	cold	fragrant	cold - hot	(\bcold) and (?!hot)(\b\w+)	 In its place comes a wonderful breeze, 	cold and fragrant	.
no	X and Y	true	clear	false - true	(\btrue) and (?!false)(\b\w+)	 Still his note sang 	true and clear	.
no	X and Y	old	weak	new - old	(\bold) and (?!new)(\b\w+)	 I am fat, and I am 	old and weak	.
no	X and Y	sad	sympathetic	happy - sad	(\bsad) and (?!happy)(\b\w+)	 Her smile was 	sad and sympathetic	 and sexier than anything that wagging fanny could ever have captured.
no	X and Y	heavy	quiet	heavy - light	(\bheavy) and (?!light)(\b\w+)	 It was 	heavy and quiet	 in the church; rustling and low voices drifted toward us from down the aisle.
no	X and Y	soft	warm	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 It felt 	soft and warm	 after sitting out on that hard ledge in the cold morning air.
no	X and Y	public	substantial	private - public	(\bpublic) and (?!private)(\b\w+)	 The illusion of him was far more 	public and substantial	 than his own private reservations about himself and what he wanted to be called.
no	X or Y	happy	unhappy	happy - sad	(\bhappy) or (?!sad)(\b\w+)	 My mom did n't look 	happy or unhappy	, but there was n't that tension with my aunts anymore.
no	X and Y	kinky	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 Her long hair was 	kinky and wet	.
no	both X and Y	old	amnesiac	new - old	both (\bold) and (?!new)(\b\w+)	 The old Civil War veteran, for he is 	both old and amnesiac	, eventually finds his way to Hazen's monument on the Stones River battlefield.
no	X and Y	healing	optimistic	optimistic - pessimistic	(?!pessimistic)(\b\w+) and (\boptimistic)	 The already 	healing and optimistic	 conclusion of O'Brien's tale becomes even more so with Bierce's darker finish as a foil.
no	X and Y	hot	raw	cold - hot	(\bhot) and (?!cold)(\b\w+)	 He's panting and his throat is 	hot and raw	.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 Well, my 	left and right	 foot do n't know each other too well either.
no	X and Y	new	wonderful	new - old	(\bnew) and (?!old)(\b\w+)	 But for Frank and Miss Vogel, there was something 	new and wonderful	.
no	X and Y	lonely	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 She looked older than twenty, quite 	lonely and sad	, and I pitied her.
no	X and Y	bad	serious	bad - good	(\bbad) and (?!good)(\b\w+)	 He shook his head, made a sucking noise with his tongue to show how 	bad and serious	 it was.
no	X and Y	tall	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 They were always 	tall and heavy	.
no	X and Y	bad	mean	bad - good	(\bbad) and (?!good)(\b\w+)	 He was a famous 	bad and mean	 man.
no	X and Y	wide	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 The bed was 	wide and soft	 and Diehl thought of Chalumeau, locked up between wooden wails in a narrower context, with his wife's accusing voice falling on his ear.
no	X and Y	flat	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 The comp papers are weighing 	flat and heavy	 on my chest along with the news that Arnie is moving out.
no	X and Y	depressing	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 Even the sky which he usually found comforting seemed only 	depressing and cold	.
yes	X or Y	drunk	sober	drunk - sober	(drunk) or (sober)	 The English did n't do such things, 	drunk or sober	.
no	X and Y	heavy	gloomy	heavy - light	(\bheavy) and (?!light)(\b\w+)	 Tan's voice is 	heavy and gloomy	.
no	X, not Y	dull	slow	fast - slow	(?!fast)(\b\w+), not (\bslow)	 A month short of three years old, he had Homer's, his father's, bland blue eyes, but Quentin's were narrow somehow, somehow unfriendly (but not 	dull, not slow	), almost as if from superiority rather than its opposite.
no	X and Y	soft	wet	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Put my nipple where her precious baby lips wait for me 	soft and wet	 and right away she works at sucking.
no	X and Y	sweet	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 Although Mom rules out bronchitis almost right off the bat, and tuberculosis not long after, the cough will hover nonetheless like a 	sweet and heavy	 perfume about his summer's bouquet of florid symptomatology.
no	X and Y	black	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 Her glasses were 	black and heavy	, and she always stood to teach, leaning against her desk to press a point.
no	X and Y	happy	proud	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 We were 	happy and proud	.
no	X and Y	hard	empty	hard - soft	(\bhard) and (?!soft)(\b\w+)	 Most notably, the women's eyes were 	hard and empty	 -- you could just tell they were n't experiencing any intimacy or pleasure and did n't care if their partners were pleased.
no	X and Y	Nice	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 	Nice and easy	.
no	X or Y	complicated	difficult	difficult - easy	(?!easy)(\b\w+) or (\bdifficult)	 It is not so 	complicated or difficult	 as it sounds.
no	X and Y	small	helpless	large - small	(\bsmall) and (?!large)(\b\w+)	 But he never talked to it or gushed over it the way some people do who are smitten by creatures 	small and helpless	.
no	X and Y	rich	full	poor - rich	(\brich) and (?!poor)(\b\w+)	 His voice, usually 	rich and full	 and authoritarian, sounded shaky.
no	X and Y	high	narrow	high - low	(\bhigh) and (?!low)(\b\w+)	 Most of the space of the hut is taken up by a four-postered brass bed, 	high and narrow	.
no	X or Y	warm	cold	cold - hot	(?!hot)(\b\w+) or (\bcold)	 Was she 	warm or cold	?
no	X and Y	long	deliberate	long - short	(\blong) and (?!short)(\b\w+)	 Every step he took was either 	long and deliberate	 or short and deliberate.
no	X or Y	deliberate	short	long - short	(?!long)(\b\w+) or (\bshort)	 Every step he took was either long and 	deliberate or short	 and deliberate.
yes	X and Y	alive	dead	alive - dead	(alive) and (dead)	 It strikes me as greedy, like wanting to be 	alive and dead	 at the same time.
