class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	awkward	slow	fast - slow	(?!fast)(\b\w+) and (\bslow)	 Even when mastered, the method of turning feels 	awkward and slow	.
no	X and Y	difficult	abrasive	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 " It can be 	difficult and abrasive	, but in the end you know exactly what the expectations are and what you need to do.
no	X or Y	new	expanding	new - old	(\bnew) or (?!old)(\b\w+)	 71 snags, some talented young researchers have begun moving into California from out of state to join 	new or expanding	 stem cell programs.
no	X or Y	bad	ugly	bad - good	(\bbad) or (?!good)(\b\w+)	 For the first time in history, we have a global public forum where all ideas -- good, 	bad or ugly	 -- can see the light of day with no interference from any authority.
no	X and Y	long	narrow	long - short	(\blong) and (?!short)(\b\w+)	, (7) The exterior of the 	long and narrow	 New American Home mixes architectural styles.
yes	both X and Y	new	old	new - old	both (new) and (old)	 " (1) Gap officials acknowledge past mistakes and look to the future with new store layouts and merchandise they hope will appeal to 	both new and old	 customers.
no	X and Y	long	painful	long - short	(\blong) and (?!short)(\b\w+)	 Despite a 	long and painful	 convalescence, Slater is back in the lineup for the Maverick's contest.
no	X and Y	dry	flavorless	dry - wet	(\bdry) and (?!wet)(\b\w+)	 Department of Agriculture advises consumers to cook poultry until it reaches an internal temperature of 180 degrees, which can turn it 	dry and flavorless	.
no	X or Y	drunk	high	drunk - sober	(\bdrunk) or (?!sober)(\b\w+)	 Signs throughout the store sharply discourage cell phone use or any patron foolish enough to think he'll get a tattoo while 	drunk or high	.
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Grays, blacks and browns with touches of red dominated runways 	big and small	 as Olympus Fashion Week came to a close.
no	both X and Y	soft	edgy	hard - soft	both (\bsoft) and (?!hard)(\b\w+)	 His side-button jackets, kimono-like coats, slouchy trenches and black leather drawstring jackets were 	both soft and edgy	.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 It shows that the sport is 	alive and well	 in California.
no	X and Y	marginal	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	org): 2006 Civic 4-door ranks " good, " on scale of good, acceptable, 	marginal and poor	; also awarded " top safety pick/gold " by IIHS for 2006.
no	X and Y	cold	rainy	cold - hot	(\bcold) and (?!hot)(\b\w+)	 On a 	cold and rainy	 day, they insisted on running over the Golden Gate Bridge because many had never been there before.
no	X and Y	Old	small	large - small	(?!large)(\b\w+) and (\bsmall)	 	Old and small	 can be beautiful.
no	X and Y	large	lovely	large - small	(\blarge) and (?!small)(\b\w+)	 Did you know that one of the nicest things about them are the very 	large and lovely	 apple-blossom-like flowers?
no	X and Y	crisp	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 You want @ @ @ @ @ @ @ @ @ @ Chaat combine various textures and flavors -- crunchy, 	crisp and soft	, spicy, tangy, fresh and sour.
no	X and Y	rich	sweet	poor - rich	(\brich) and (?!poor)(\b\w+)	 On the palate, it's very 	rich and sweet	, though the sharp bite of alcohol lurks just beneath.
no	X and Y	light	airy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 " And it was ethereal, 	light and airy	 -- elements that fit the style we were trying to convey.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 " Adults talk about media as'	good or bad	,'" she said, in a talk after her father's.
no	X and Y	high	growing	high - low	(\bhigh) and (?!low)(\b\w+)	 Still, said Hilarie Cash, co-founder of Internet/Computer Addiction Services in Washington, the " prevalence is pretty 	high and growing	.
yes	X and Y	new	old	new - old	(new) and (old)	 Chen, a study in perpetual motion, is onto every 	new and old	 restaurant in the city.
no	X or Y	good	correctable	bad - good	(\bgood) or (?!bad)(\b\w+)	 -- Have 	good or correctable	 eyesight @ @ @ @ @ @ @ @ @ @ Battery tests.
no	X and Y	surprised	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 I was 	surprised and happy	 to hear about the creation of the Hawaiian marine reserve.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 Smith's, uses Yelp consistently as a management tool to reach out and contact people who have written 	both good and bad	 reviews about his businesses.
yes	X and Y	fast	slow	fast - slow	(fast) and (slow)	 Critics fear this could lead to 	fast and slow	 lanes on the Internet.
no	X as well as Y	warm	wet	dry - wet	(?!dry)(\b\w+) as well as (\bwet)	 But was Mars 	warm as well as wet	?
no	X and Y	wet	cold	dry - wet	(\bwet) and (?!dry)(\b\w+)	 Shanghai's wintry night is smoggy, 	wet and cold	.
no	X and Y	slow	steady	fast - slow	(\bslow) and (?!fast)(\b\w+)	 In a 	slow and steady	 stream, whisk in olive oil until well combined.
no	X and Y	small	organic	large - small	(\bsmall) and (?!large)(\b\w+)	org links to thousands of 	small and organic	 food producers, including meat and poultry operations.
yes	X and Y	new	old	new - old	(new) and (old)	99 for 	new and old	 titles.
no	X and Y	true	poignant	false - true	(\btrue) and (?!false)(\b\w+)	 " Despite the factual inaccuracies, " in the mythopoetic sense, " Ritz says, Holiday's memoir " is as 	true and poignant	 as any tune she ever sang.
no	X and Y	fast	friendly	fast - slow	(\bfast) and (?!slow)(\b\w+)	 The restaurant can accommodate large parties, and the service is 	fast and friendly	.
no	X and Y	fresh	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	 29 dish -- called Extremely Hot Pepper on the English menu -- of stir-fried egg and beef infused with 	fresh and hot	 chiles.
no	X and Y	good	friendly	bad - good	(\bgood) and (?!bad)(\b\w+)	 And the service is 	good and friendly	.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 With enough tables inside and out, it's easy to sit down and enjoy sandwiches filled with Italian salumi, or delicious homemade meat or cheese ravioli, among other 	hot and cold	 dishes.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Lunch features burgers, 	hot and cold	 sandwiches, pastas and salads.
no	X or Y	large	noisy	large - small	(\blarge) or (?!small)(\b\w+)	 I stayed for more than an hour, and the crowd never got 	large or noisy	.
no	X and Y	existing	new	new - old	(?!old)(\b\w+) and (\bnew)	 Those figures include single-family houses and condominiums, 	existing and new	.
no	X, not Y	indefinite	temporary	permanent - temporary	(?!permanent)(\b\w+), not (\btemporary)	 But the reduction would be 	indefinite, not temporary	.
no	X and Y	high	expensive	high - low	(\bhigh) and (?!low)(\b\w+)	 Though the numbers are 	high and expensive	, they have at least some sound economic basis for coming up with that value.
no	X and Y	hard	oily	hard - soft	(\bhard) and (?!soft)(\b\w+)	50) sullied the composition -- they were 	hard and oily	.
yes	between X and Y	good	bad	bad - good	between (good) and (bad)	 But the degree to which the offense and defense are split 	between good and bad	 truly is.
no	X and Y	sweet	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Kids love them, because they're small, 	sweet and easy	 to peel.
no	X and Y	rich	liberal	poor - rich	(\brich) and (?!poor)(\b\w+)	 This one became 	rich and liberal	.
no	X or Y	rural	remote	rural - urban	(\brural) or (?!urban)(\b\w+)	 WiMax can also reach 	rural or remote	 customers who are not wired for DSL or cable modem service.
no	X and Y	large	messy	large - small	(\blarge) and (?!small)(\b\w+)	 Like in many families, the personalities fit together like a mosaic that is 	large and messy	, but somehow works.
no	X and Y	long	thin	long - short	(\blong) and (?!short)(\b\w+)	 The wing feathers are hard and flat, and the toes are 	long and thin	 for raking a bird from the air.
no	X and Y	short	lesser	long - short	(\bshort) and (?!long)(\b\w+)	 Other falcons fell 	short and lesser	 " pot hawks " such as accipiters and buteos ranked far below.
no	X and Y	light	dry	heavy - light	(\blight) and (?!heavy)(\b\w+)	 " A little too 	light and dry	.
no	X and Y	tragic	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 " If it sank, it would really be 	tragic and sad	.
no	X and Y	true	tough	false - true	(\btrue) and (?!false)(\b\w+)	 " Gradually, " Powell said, " we've seen fewer hardy, unusual flowering plants, fewer plants that are tried and 	true and tough	.
no	X and Y	low	legalized	high - low	(\blow) and (?!high)(\b\w+)	 " Overall, crime is fairly 	low and legalized	 gambling is outlawed, further reinforcing our image as a wholesome family-friendly destination.
no	X and Y	textured	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 So it's strange that this compilation draws so heavily from it -- eight friggin'songs, and only three from the third outing, the much more 	textured and rich	 " Viva Satellite " CD.
no	X and Y	rich	chocolaty	poor - rich	(\brich) and (?!poor)(\b\w+)	 A 	rich and chocolaty	 slab of brownie was adorned with @ @ @ @ @ @ @ @ @ @ and a sluice of Kahlua-laced chocolate sauce.
no	X and Y	easy	simple	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 It's 	easy and simple	.
no	X and Y	new	escalating	new - old	(\bnew) and (?!old)(\b\w+)	 This is 	new and escalating	 -- the portrayal of very aggressive women as very sexual and provocative as well.
no	X and Y	soft	sweet	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Now, among the most popular are a triple-cream Petit Basque, creamy Taleggio and 	soft and sweet	 Gorgonzola Dolce.
no	X and Y	ladylike	feminine	feminine - masculine	(?!masculine)(\b\w+) and (\bfeminine)	 " There's something about leaving something to the imagination or being 	ladylike and feminine	 without showing a lot of skin.
no	X and Y	future	urban	rural - urban	(?!rural)(\b\w+) and (\burban)	 In that sense, we're exploring the identities of the suits, which are a mix of tribal and old traditions and 	future and urban	 society.
no	X and Y	tribal	old	new - old	(?!new)(\b\w+) and (\bold)	 In that sense, we're exploring the identities of the suits, which are a mix of 	tribal and old	 traditions and future and urban society.
no	X and Y	dry	uninteresting	dry - wet	(\bdry) and (?!wet)(\b\w+)	 In all, those toppings were as 	dry and uninteresting	 as the crust.
no	X and Y	Funny	true	false - true	(?!false)(\b\w+) and (\btrue)	 	Funny and true	.
no	X and Y	long	proud	long - short	(\blong) and (?!short)(\b\w+)	 After all, not only is Cabernet Sauvignon the grape of the world's greatest red wines, but it has a 	long and proud	 tradition in the United States.
no	X and Y	smooth	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Light, 	smooth and easy	, with some raspberry fruit.
no	X and Y	light	frivolous	heavy - light	(\blight) and (?!heavy)(\b\w+)	 " -- surely one for the ages -- and Paris is complaining that the suits have made the picture too 	light and frivolous	.
no	X and Y	fast	refined	fast - slow	(\bfast) and (?!slow)(\b\w+)	 It's 	fast and refined	, with advanced construction.
yes	X and Y	male	female	female - male	(male) and (female)	 Jim Edminster has been country dancing for nearly 15 years, with 	male and female	 dance partners.
no	X and Y	active	involved	active - passive	(\bactive) and (?!passive)(\b\w+)	 It reminds me to continue being 	active and involved	 in the process of making those memories for me and for them.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Maybe surprisingly 	good or bad	 earnings were reported.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 We should have learned that the 	rich and powerful	 ca n't always succeed against the poor and less powerful.
no	X and Y	thin	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 His voice is 	thin and dry	; his lyrics average at the 10th-grade level.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Grossman excelled on a night when his running game was 	hot and cold	, with @ @ @ @ @ @ @ @ @ @ ineffective, sluggish Cedric Benson sat.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 " And as we both know, 	right or wrong	, that's what it usually takes to succeed in today's playground.
no	X and Y	excited	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 " I did n't know this was exactly how it would be written out, but I'm 	excited and happy	.
