class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	full	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 If @ @ @ @ @ @ @ @ @ @ crazy, whereas if you have lots of it you're 	full and happy	 and creative almost to the point of being the littlest bit dangerous.
no	X and Y	low	smiling	high - low	(\blow) and (?!high)(\b\w+)	 He and Momma walked to the back of the drugstore, talking 	low and smiling	.
no	X and Y	tall	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 Because it was being irrigated with water drawn from the river, it grew 	tall and rich	 and green in the midst of a rainless summer.
no	X and Y	rich	green	poor - rich	(\brich) and (?!poor)(\b\w+)	 Because it was being irrigated with water drawn from the river, it grew tall and 	rich and green	 in the midst of a rainless summer.
no	X and Y	hard	dull	hard - soft	(\bhard) and (?!soft)(\b\w+)	 The hair itself 	hard and dull	 as rabbit grass.
no	X and Y	difficult	original	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 Uncommonly 	difficult and original	, the quilt melded two common patterns, with each Ohio @ @ @ @ @ @ @ @ @ @ into the repetitive chain of brick red fence.
no	X and Y	long	slender	long - short	(\blong) and (?!short)(\b\w+)	 Look at my fingers: see, they're 	long and slender	, finely tapering, van Dyck hands.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 She has been waiting to see if Oliver is 	dead or alive	, for it is the royal disposition of that beast to prey on nothing that doth seem as dead.
no	X and Y	dry	cool	dry - wet	(\bdry) and (?!wet)(\b\w+)	 The cave is dim, but 	dry and cool	.
no	X and Y	low	steady	high - low	(\blow) and (?!high)(\b\w+)	 " You're going to kill that baby, " Theo said, keeping his voice 	low and steady	, more steady than he felt.
no	X and Y	long	powerful	long - short	(\blong) and (?!short)(\b\w+)	 His muscles, once so 	long and powerful	 @ @ @ @ @ @ @ @ @ @ I had my hands full.
no	X and Y	Young	old	new - old	(?!new)(\b\w+) and (\bold)	 	Young and old	, I loved them all.
no	X and Y	false	hopeful	false - true	(\bfalse) and (?!true)(\b\w+)	 His voice sounded 	false and hopeful	.
no	X and Y	warm	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 It's 	warm and wet	.
no	X and Y	strong	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	 It's 	strong and hot	.
no	X and Y	familiar	large	large - small	(?!small)(\b\w+) and (\blarge)	 It was 	familiar and large	 and filled my body.
no	X and Y	new	stranger	new - old	(\bnew) and (?!old)(\b\w+)	 I knew already that the world was unsure of what it really was, constantly changing itself, disappearing and reappearing in 	new and stranger	 garb.
no	X and Y	clean	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 She was so beautiful and looked so 	clean and rich	 and smart.
no	X and Y	rich	smart	poor - rich	(\brich) and (?!poor)(\b\w+)	 She was so beautiful and looked so clean and 	rich and smart	.
no	X and Y	large	hairy	large - small	(\blarge) and (?!small)(\b\w+)	 She liked them 	large and hairy	 and wild and brutal.
no	X and Y	dry	windy	dry - wet	(\bdry) and (?!wet)(\b\w+)	 It was too 	dry and windy	 to make a fire, and so in the moonlight they ate the sandwiches they'd bought in Clovis.
no	X and Y	hot	windy	cold - hot	(\bhot) and (?!cold)(\b\w+)	 The day was 	hot and windy	.
no	X and Y	small	sick	large - small	(\bsmall) and (?!large)(\b\w+)	 She was so 	small and sick	, she'd have no strength.
no	X and Y	old	deaf	new - old	(\bold) and (?!new)(\b\w+)	 " He's 	old and deaf	, " he added, as if this made it worse.
no	X and Y	maimed	dead	alive - dead	(?!alive)(\b\w+) and (\bdead)	 But the local National Guard unit lost five members in Iraq in one day alone, and no one has a patent now on stories of wounded and 	maimed and dead	 GIs from south Louisiana.
no	X and Y	good	cold	bad - good	(\bgood) and (?!bad)(\b\w+)	 " That Budweiser is 	good and cold	, ai n't it?
yes	X and Y	large	small	large - small	(large) and (small)	 Soon they're discussing the importance of imagination in science, especially the 	large and small	 ends of physics.
no	X and Y	short	decisive	long - short	(\bshort) and (?!long)(\b\w+)	 BeD predicts it will be 	short and decisive	.
no	X and Y	surprised	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 Clearwater felt confident that the doctor was 	surprised and happy	 to see that a man-from Summerlin probably-had chosen to have a young woman, apparently delayed in development, sit with his son.
no	X and Y	hot	humid	cold - hot	(\bhot) and (?!cold)(\b\w+)	 It was 	hot and humid	 even though the sun was behind dirty clouds.
no	X and Y	thick	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 The air gets 	thick and hard	 to breathe.
no	X and Y	soft	generous	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 He was satisfied that one day, soon, he would look pathetic enough to stir something 	soft and generous	 in a woman's heart.
no	X and Y	boisterous	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 The soldiers were 	boisterous and happy	, and Manau was sure he hated them.
no	X and Y	cold	foggy	cold - hot	(\bcold) and (?!hot)(\b\w+)	 Nova likes the dogs, but she did not like Maine, an entire state that smells like Pine-Sol, especially Blueberry Island, a very 	cold and foggy	 place that is far away from everything, especially the grocery store.
no	X and Y	good	loyal	bad - good	(\bgood) and (?!bad)(\b\w+)	 " But he did n't, so I volunteered like an Arab 	good and loyal	 to the state, " I grew it two weeks ago.
no	X and Y	large	scary	large - small	(\blarge) and (?!small)(\b\w+)	 " Bracing " was an old expression that Harley liked to use -- it involved him and several other people, preferably 	large and scary	 men, confronting a seller in her place of business.
no	X and Y	dry	sharp	dry - wet	(\bdry) and (?!wet)(\b\w+)	 Up so high, the air was 	dry and sharp	, and the cavernous hall smelled of pool chemicals, sweat, and fear.
no	X and Y	dry	shiftless	dry - wet	(\bdry) and (?!wet)(\b\w+)	 The moon is high in the sky and the air is 	dry and shiftless	.
no	X and Y	sad	strange	happy - sad	(\bsad) and (?!happy)(\b\w+)	 What would have been a 	sad and strange	 task for Charlotte alone became a lively evening, an animated exchange of opinions and experiences.
no	X and Y	off	passive	active - passive	(?!active)(\b\w+) and (\bpassive)	 Sulky also comes in two modes, ticked-	off and passive	.
no	X and Y	firm	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 In the morning, when it was cool, she ran barefoot on the beach, down close to the water where the sand was 	firm and wet	 and mostly free of shells.
no	X and Y	soft	treacherous	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 He would catch her even sooner if she diverted in that direction, where the sand was 	soft and treacherous	.
no	X and Y	old	countless	new - old	(\bold) and (?!new)(\b\w+)	 That page is now impaled upon her corkboard, trapped in a terrible limbo with her other poems-in-progress, some of them years 	old and countless	 drafts thick.
no	X and Y	short	sweaty	long - short	(\bshort) and (?!long)(\b\w+)	 The graying but frisky entrepreneur, called " Ram " by even the most casual acquaintance, was a definite threat, with his punching bag shoulders and his 	short and sweaty	 legs.
no	X and Y	cold	forsaken	cold - hot	(\bcold) and (?!hot)(\b\w+)	 " This, we learned, was the name of a region - a 	cold and forsaken	 place where people stayed indoors and plotted the death of knobs.
no	X and Y	old	untouched	new - old	(\bold) and (?!new)(\b\w+)	 I could n't have dreamed that it would also be 	old and untouched	, an actual boarding house.
no	X and Y	new	shiny	new - old	(\bnew) and (?!old)(\b\w+)	 " If it's not 	new and shiny	, they do n't want anything to do with it, " Rosemary would complain.
no	X and Y	old	crusty	new - old	(\bold) and (?!new)(\b\w+)	 You're 	old and crusty	 with battered liver and matching liver spots.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 I'd never seen a real whale, 	dead or alive	.
yes	X and Y	short	long	long - short	(short) and (long)	 I am this trip's communications specialist, having taken a degree from the Manhattan School of Communications Arts, where I received certificates in linguistics, diplomacy, typing, modern dance, telecom, 	short and long	 stick.
yes	X and Y	old	new	new - old	(old) and (new)	 The distinct smell of 	old and new	 @ @ @ @ @ @ @ @ @ @ a wild and creepy danger-filled experience.
yes	X or Y	alive	dead	alive - dead	(alive) or (dead)	 And I, who have no soul, went downstairs to see if my father was 	alive or dead	.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 I discovered that few people are wholly 	good or bad	, and all is not always as it seems, including the very ground beneath our feet.
no	X rather than Y	elegant	large	large - small	(?!small)(\b\w+) rather than (\blarge)	 She had seventy-four freckles on her face - she had counted - and a long, straight nose her father had assured her was 	elegant rather than large	.
no	both X and Y	frightened	sad	happy - sad	both (?!happy)(\b\w+) and (\bsad)	 Yet Ibrahim was 	both frightened and sad	.
no	both X and Y	sweet	high	high - low	both (?!low)(\b\w+) and (\bhigh)	 " " Fifteen dollars, daddy, " she said in a voice 	both sweet and high	.
no	from X to Y	bad	real	bad - good	from (\bbad) to (?!good)(\b\w+)	 The day was quickly sliding 	from bad to real	 bad.
no	X, not Y	cold	fizzy	cold - hot	(\bcold), not (?!hot)(\b\w+)	 The water was insufficiently 	cold, not fizzy	 enough, leaving behind an unslaked likeness of thirst.
no	X, not Y	ample	large	large - small	(?!small)(\b\w+), not (\blarge)	 I say 	ample, not large	, thankfully.
no	X and Y	alive	unharmed	alive - dead	(\balive) and (?!dead)(\b\w+)	 We're supposed to deliver the package 	alive and unharmed	.
no	X and Y	dead	useless	alive - dead	(\bdead) and (?!alive)(\b\w+)	 I'd rather have you 	dead and useless	, than alive and on the run.
no	X and Y	new	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 In my thinking, there's good brand 	new and bad	.
no	X and Y	good	faithful	bad - good	(\bgood) and (?!bad)(\b\w+)	 And one by one Jesus honored them as He embraced them and they knelt at His feet, and He said, " Well done, 	good and faithful	 servant.
no	X and Y	heavy	damp	heavy - light	(\bheavy) and (?!light)(\b\w+)	 Something 	heavy and damp	 and odorous that the ex had thrown off like an old coat in a hot spell.
no	X and Y	square	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 It was clear that something 	square and heavy	 with four legs or wheels had been carried in the trunk.
no	X and Y	light	wispy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 " And his Social @ @ @ @ @ @ @ @ @ @ sounds 	light and wispy	.
no	X and Y	sober	furious	drunk - sober	(\bsober) and (?!drunk)(\b\w+)	 Married to a man who would shortly be 	sober and furious	 at the events she'd forced upon him.
no	X and Y	hard	dismissive	hard - soft	(\bhard) and (?!soft)(\b\w+)	 His own father had been 	hard and dismissive	, so Eugen should think himself lucky.
no	X and Y	slick	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 But it was wet and 	slick and hard	 to get a firm grip.
no	X and Y	soft	green	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 There's a kind of moss that's 	soft and green	 and smells like the neck of my @ @ @ @ @ @ @ @ @ @ guess I'll call this moss mom's neck.
no	X and Y	holy	true	false - true	(?!false)(\b\w+) and (\btrue)	 "'They called loudly to the Lord and said, " O Sovereign Lord, 	holy and true	, how @ @ @ @ @ @ @ @ @ @ the earth for what they've done to us?
no	X and Y	peppy	false	false - true	(?!true)(\b\w+) and (\bfalse)	 " Hey, Britt, " Lu said, her voice sounding 	peppy and false	.
no	X and Y	true	living	false - true	(\btrue) and (?!false)(\b\w+)	 Somewhere out there is a 	true and living	 prophet of destruction and I do nt want to confront him.
no	X and Y	free	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 On television, at home, he could see beautiful people from all over the world, as 	free and happy	 as the half-naked women on the beach at Akumal.
no	X and Y	sad	frigid	happy - sad	(\bsad) and (?!happy)(\b\w+)	 You say " none " and you're 	sad and frigid	 or they know someone whose brother would be willing to snog you for cash.
no	X and Y	soft	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 Something 	soft and wet	.
no	X and Y	dry	crumbling	dry - wet	(\bdry) and (?!wet)(\b\w+)	 The night breezes were relentless in their irregular keening, the soft, lonely sounds trailing over heaps of 	dry and crumbling	 soil, lingering in the corners and dark spaces of the long lost city.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 Usually victory was effortless and inevitable, a ballet of acrobatic thrusts and parries and swirls of the cape, after which her invisible enemies fell 	left and right	 or scuttled away howling into the trees.
no	X and Y	low	slow	high - low	(\blow) and (?!high)(\b\w+)	 It's 	low and slow	 and the actor Bob Cummings would remember its hot zing for some time.
no	X and Y	stark	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 So horribly white-colorless, 	stark and cold	.
no	X and Y	hot	noisy	cold - hot	(\bhot) and (?!cold)(\b\w+)	 " I mean, it's not like, well, it's just not my fault it's 	hot and noisy	 out here.
no	X and Y	dark	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	Unfortunately all he managed was a gruff unfriendly sounding @ @ @ @ @ @ @ @ @ @ beautiful eyes, 	dark and rich	 like freshly brewed coffee, which was about as poetic as Grady got.
no	X and Y	nice	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 " Take some, 	nice and easy	, honey.
no	X and Y	difficult	lonely	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 In contrast, Tanya's childhood had been 	difficult and lonely	, and frightening at times.
no	X and Y	girly	feminine	feminine - masculine	(?!masculine)(\b\w+) and (\bfeminine)	 You're so 	girly and feminine	 in your denim and flannel.
no	X and Y	long	mysterious	long - short	(\blong) and (?!short)(\b\w+)	 Living in that alien environment, the accumulation of items with a 	long and mysterious	 history made him feel less out of place.
no	X and Y	short	blunt	long - short	(\bshort) and (?!long)(\b\w+)	 All six-feet-something of him, with haunting dark eyes, straight coal black hair cut 	short and blunt	, and chiseled high cheekbones that spoke to Hawaiian bloodlines.
no	X and Y	large	significant	large - small	(\blarge) and (?!small)(\b\w+)	 Also, there are 	large and significant	 cultural differences between the clandestine service and the Army, and I was experiencing a few adjustment difficulties.
no	X and Y	small	beautiful	large - small	(\bsmall) and (?!large)(\b\w+)	 Arlie's hands were 	small and beautiful	 and @ @ @ @ @ @ @ @ @ @ she had large feet, as he did.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 They are 	young and old	, good looking and plain, funny and dour, brave and timid, violent and gentle, honest and crooked.
no	X and Y	new	effective	new - old	(\bnew) and (?!old)(\b\w+)	 Ever since World War II, some 370 years before, the Marine Corps had searched for 	new and effective	 ways to deliver combat Marines to the beachhead.
