class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	hard	angry	hard - soft	(\bhard) and (?!soft)(\b\w+)	 Daddy was cold and distant, a 	hard and angry	 manner.
no	X and Y	gray	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 The day she came was 	gray and wet	.
no	X and Y	cold	aloof	cold - hot	(\bcold) and (?!hot)(\b\w+)	 To her he was 	cold and aloof	.
no	X and Y	good	proper	bad - good	(\bgood) and (?!bad)(\b\w+)	 Why did you feel it 	good and proper	 for an issue of Ms.
yes	from X to Y	high	low	high - low	from (high) to (low)	 Photograph Model of a variablespeed friction drive for automobiles that enables drivers to shift directly 	from high to low	 speeds.
no	X and Y	inefficient	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 It was unable to pass impact tests, and the engine was 	inefficient and difficult	 to outfit with emission controls.
no	X and Y	large	useful	large - small	(\blarge) and (?!small)(\b\w+)	 The net result: a high-style cruiser with an unexpectedly 	large and useful	 interior.
no	X and Y	large	meaty	large - small	(\blarge) and (?!small)(\b\w+)	 I notice on a nearby TV monitor that a 	large and meaty	 Praya is now floating past Ventana, about 275 meters down.
no	X and Y	new	scarce	new - old	(\bnew) and (?!old)(\b\w+)	 // And me, an aging scribe who had misspent part of his youth on the sidelines of backcountry tracks watching MGs, Triumphs, and Austin Healey Sprites race when they were 	new and scarce	.
no	X or Y	cold	warm	cold - hot	(\bcold) or (?!hot)(\b\w+)	 The 146 to 148 feet demonstrated by the Silverado with 	cold or warm	 brakes is comparable with the stopping distance of carsthe first time we've ever said that about a big pickup.
no	more X than Y	difficult	anticipated	difficult - easy	more (\bdifficult) than (?!easy)(\b\w+)	 But most of these efforts flopped after experiments showed cloning large animals to be 	more difficult than anticipated	.
yes	both X and Y	large	small	large - small	both (large) and (small)	 If 	both large and small	 particles are distributed within the same area, it is likely that the debris is old, and has been dispersed by the gravitational pull of planets the comet has passed.
yes	X and Y	high	low	high - low	(high) and (low)	 But these sensors are n't impervious to environmental changes-	high and low	 temperatures and humidity can trip the alarms.
no	X and Y	new	different	new - old	(\bnew) and (?!old)(\b\w+)	 " After that, things could slow down without 	new and different	 technologies.
no	X and Y	light	powerful	heavy - light	(\blight) and (?!heavy)(\b\w+)	 A car motor needs to be 	light and powerful	.
no	X and Y	geothermal	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Fortunately for the planet, there are dozens of renewable energy based players gearing up to deliver the same reliable power, but generated by solar, wind, biomass, 	geothermal and small	 scale hydro technologies.
no	X and Y	soft	whippy	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Young white pine, balsam fir, spruce, and hemlock are too 	soft and whippy	 for small-scale rustic structures.
no	X and Y	tried	true	false - true	(?!false)(\b\w+) and (\btrue)	 There are a few 	tried and true	 practices that if implemented can save time and prevent needless headaches.
no	X and Y	hard	brittle	hard - soft	(\bhard) and (?!soft)(\b\w+)	 The blades are scalpel-sharp, spring-steel flexible, and too 	hard and brittle	 to resharpen.
yes	either X or Y	male	female	female - male	either (male) or (female)	 Trees of both types usually have 	either male or female	 flowers, so if pollination is needed, you must plant both a male and a female tree.
no	X and Y	high	wide	high - low	(\bhigh) and (?!low)(\b\w+)	 Red currants and gooseberries are borne on bushes growing three feet 	high and wide	.
no	X and Y	fast	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Blueberry Coffee Cake This coffee cake is 	fast and easy	.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Today I own my casita, my land, have electricity, 	hot and cold	 running water, and no bills, ever.
no	X and Y	hot	pungent	cold - hot	(\bhot) and (?!cold)(\b\w+)	 It is amazing that something so 	hot and pungent	 becomes a sweet, mild spread for crackers when you bake it.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 One word of advice: Never settle for the first set of numbers any retirement software program spits out-whether the news about your projected future is 	good or bad	.
no	X and Y	new	tricky	new - old	(\bnew) and (?!old)(\b\w+)	 But performance can fool you in 	new and tricky	 ways, thanks to little-known changes sweeping through the fund business.
no	X and Y	new	unforgettable	new - old	(\bnew) and (?!old)(\b\w+)	 With that in mind, MONEY researched the 1998 vacation market and found six destinations that are guaranteed to introduce you to a 	new and unforgettable	 slice of life.
no	X and Y	good	expensive	bad - good	(\bgood) and (?!bad)(\b\w+)	 " Both, @ @ @ @ @ @ @ @ @ @ a tradition where cheap is always 	good and expensive	 is unthinkable.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 But he also remembered Dad once saying, " A decision is 	right or wrong	 depending on what you make of it.
no	X and Y	inexpensive	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 " Bicycle helmets reduce serious injuries by 85 percent or more and are 	inexpensive and easy	 to wear, " safety tester Dave Halstead says.
no	X and Y	old	weak	new - old	(\bold) and (?!new)(\b\w+)	 " The bike's design was too 	old and weak	 for dirt jumping.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 When the Scouts first boarded the twin-engine boat owned by fishing guide Pat Kelley, they heard 	good and bad	 news.
no	X and Y	warm	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 " Stay 	warm and dry	, " Ms.
no	X and Y	fast	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 When you pack for a hike, bring some way of purifying water (or bring plenty @ @ @ @ @ @ @ @ @ @ filters are 	fast and easy	 ways of cleaning water.
no	X and Y	fast	fiery	fast - slow	(\bfast) and (?!slow)(\b\w+)	 Lightning also is 	fast and fiery	 -- a flash lasts less than a half-second but can heat up to as much as 60,000 degrees.
no	X and Y	slow	painful	fast - slow	(\bslow) and (?!fast)(\b\w+)	 Though the men pushed his intestines back in place and bandaged his middle with some gingham cloth, Galtier's death was 	slow and painful	.
no	X and Y	elementary	high	high - low	(?!low)(\b\w+) and (\bhigh)	, " Andy said, and somehow the conversation stayed with him through 	elementary and high	 school, four years at Auburn University in Alabama, then four years studying veterinary medicine.
yes	both X and Y	high	low	high - low	both (high) and (low)	 " The new Las Vegas appeals to 	both high and low	 rollers.
yes	X and Y	new	old	new - old	(new) and (old)	 Residents 	new and old	 worry about the problems that come with growth: traffic, crime, double-session schools, and sprawl.
no	X and Y	hot	nasty	cold - hot	(\bhot) and (?!cold)(\b\w+)	 Players train for a couple of weeks, exhibition games are played for a few more, and then, just as the desert is about to turn 	hot and nasty	, the show moves on.
no	X and Y	high	warm	high - low	(\bhigh) and (?!low)(\b\w+)	 The sun is 	high and warm	, and the air is filled with the faint perfume of blue lupine and purple owl's clover pushing up among the poppies.
no	X and Y	fast	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 // Straw bales are also 	fast and easy	 to build with; they're earthquake, termite, and fire resistant; and they add an attractive massiveness to walls.
no	X and Y	rich	conservative	poor - rich	(\brich) and (?!poor)(\b\w+)	11 The company's 	rich and conservative	 clientele preferred traditional interiors, so Caldwell based his lighting fixtures predominantly on historical styles, often using photographs of objects in European palaces as models, or relying on eighteenth-century pattern books.
no	X and Y	large	influential	large - small	(\blarge) and (?!small)(\b\w+)	 Both he and Marx were calling for the effort that led to the 	large and influential	 Exposition Internationale des arts decoratifs et industriels modernes held in Paris in 1925.
no	X and Y	large	high	high - low	(?!low)(\b\w+) and (\bhigh)	 Just beyond the entrance is situated a 	large and high	 island called the Tiger and by the Chinese Tai-foi g, from which this sound no doubt got its name.
no	X and Y	heavy	stiff	heavy - light	(\bheavy) and (?!light)(\b\w+)	 This made the linen 	heavy and stiff	, and in washing the paint became brittle and flaked off.
no	X and Y	large	sprawling	large - small	(\blarge) and (?!small)(\b\w+)	 Delft became the center of the industry since its former beer breweries could accommodate the 	large and sprawling	 potteries.
no	X and Y	large	beautiful	large - small	(\blarge) and (?!small)(\b\w+)	 There are brought from Europe a quantity of 	large and beautiful	 mirrors, which the Mandarins of Canton purchase from off the merchant vessels, and present to the Emperor.
no	X and Y	flat	dead	alive - dead	(?!alive)(\b\w+) and (\bdead)	 Although a red stain was later applied to the recessed areas behind the carving, the aspect of the wood is 	flat and dead	.
no	X and Y	dense	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 The chair at the right in Plate XV is made of 	dense and heavy	 mahogany with an attractive reddish-brown aspect and has modern but appropriate green upholstery.
no	X and Y	hard	static	hard - soft	(\bhard) and (?!soft)(\b\w+)	 On the Palmer table the carved ornament seems 	hard and static	 (see P1.
no	X and Y	rich	lustrous	poor - rich	(\brich) and (?!poor)(\b\w+)	 The chair at the left in Plate V has a 	rich and lustrous	 old finish, the result of long years of family use.
no	both X and Y	clinical	private	private - public	both (?!public)(\b\w+) and (\bprivate)	 Julia Boyd, a psychotherapist in 	both clinical and private	 practice in Seattle, WA, says the answer is no.
no	X and Y	true	trusted	false - true	(\btrue) and (?!false)(\b\w+)	 But if the teller is a 	true and trusted	 friend, Callender states, " It will dissipate.
no	X and Y	alive	growing	alive - dead	(\balive) and (?!dead)(\b\w+)	 Their creativity, artistry and talent are what keep jazz 	alive and growing	.
no	X or Y	big	small	large - small	(?!large)(\b\w+) or (\bsmall)	 // Fishburne pointed out that characters like Socrates, Black men in poor neighborhoods who have tremendous wisdom, have n't been seen very much on the 	big or small	 screen in the last couple of decades.
no	X and Y	new	different	new - old	(\bnew) and (?!old)(\b\w+)	 Through his journey across this sub-Saharan continent he has tried to show America a 	new and different	 side of Africa that is seldom seen and known to America and the rest of the world.
no	X and Y	masculine	strong	feminine - masculine	(\bmasculine) and (?!feminine)(\b\w+)	 But today, men who are definitely 	masculine and strong	 in their identity are in touch with their emotions and are not afraid to shed tears; they know that it will not distract from their masculinity.
no	X and Y	old	obvious	new - old	(\bold) and (?!new)(\b\w+)	 " The Boxing Commissioner " Larry Hazard says the answer is as 	old and obvious	 as male/female attraction.
no	X and Y	Inexpensive	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 + 	Inexpensive and easy	 to use, the pocket-size Trees of North America: A Guide to Field identification, by C.
no	X and Y	soft	pliable	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Heat as many tortilla halves as will fit in a single layer on griddle until 	soft and pliable	, turning tortillas over several times.
no	X and Y	light	fluffy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 In large bowl, with electric mixer on medium speed, beat sugar and butter until 	light and fluffy	.
no	X and Y	thick	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 Gradually beat in granulated sugar just until mixture is 	thick and soft	 peaks form while mixer is running but flatten out when mixer stops-2 to 3 minutes.
no	X or Y	warmer	small	large - small	(?!large)(\b\w+) or (\bsmall)	 Transfer Dipping Sauce to a ceramic butter 	warmer or small	 candle-powered (chocolate) fondue pot.
no	X and Y	good	easy	bad - good	(\bgood) and (?!bad)(\b\w+)	 Food rewards are essential to 	good and easy	 puppy training: Once the puppy has associated @ @ @ @ @ @ @ @ @ @ gift of food, you can begin to reward randomly.
no	X and Y	polished	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 It was a day like a knife: bright and 	polished and cold	.
no	X and Y	long	leisurely	long - short	(\blong) and (?!short)(\b\w+)	 Though half of its 72 trails are rated expert and the chutes above tree line are exceptionally steep, there are plenty of 	long and leisurely	 slopes as well.
no	X and Y	dead	desolate	alive - dead	(\bdead) and (?!alive)(\b\w+)	 Soon the 	dead and desolate	 elements of the landscape will be united in a blanket of white.
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 Although usually consumed " prepared, " horseradish can also be eaten fresh over 	hot or cold	 vegetables, seafood, meats, soups, and stews.
