class	pattern	X_found	Y_found	pair	query	sent_id	context_pre	costr	context_post	text
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	36001	 The fact that movie stars are muscling up and flexing their stuff on 	big and small	 screens alike is only part of the push behind the arms movement.	 The fact that movie stars are muscling up and flexing their stuff on  big and small  screens alike is only part of the push behind the arms movement.
no	X and Y	large	ebullient	large - small	(\blarge) and (?!small)(\b\w+)	24719	 It's all a big comedown for such a 	large and ebullient	 group.	 It's all a big comedown for such a  large and ebullient  group.
no	X and Y	large	powerful	large - small	(\blarge) and (?!small)(\b\w+)	23710	 It must also necessarily establish 	large and powerful	 police institutions to enforce the restrictions.	 It must also necessarily establish  large and powerful  police institutions to enforce the restrictions.
no	X and Y	hopeless	small	large - small	(?!large)(\b\w+) and (\bsmall)	14710	 Georg all at once felt very 	hopeless and small	 in his dark corner.	 Georg all at once felt very  hopeless and small  in his dark corner.
no	X and Y	small	haggard	large - small	(\bsmall) and (?!large)(\b\w+)	41031	" They were trouble, "" said Harvey, looking very "	small and haggard	.	" They were trouble, "" said Harvey, looking very  small and haggard ."
no	X and Y	large	pleasant	large - small	(\blarge) and (?!small)(\b\w+)	46002	 Within is a country that may have the prerogative over the most pleasant places of Europe, Asia, Africa, or America, for 	large and pleasant	 navigable rivers.	 Within is a country that may have the prerogative over the most pleasant places of Europe, Asia, Africa, or America, for  large and pleasant  navigable rivers.
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	46956	 and Indian companies, 	big and small	, and will directly support both President Obama's National Export Initiative and Prime Minister Singh's recently-introduced budget objectives.	 and Indian companies,  big and small , and will directly support both President Obama's National Export Initiative and Prime Minister Singh's recently-introduced budget objectives.
no	X and Y	small	inconsiderable	large - small	(\bsmall) and (?!large)(\b\w+)	25432	" Justice John Smith, whom the petitioners referred to as "" a man of very "	small and inconsiderable	" estate, "" neglected his sworn duty, they said."	" Justice John Smith, whom the petitioners referred to as "" a man of very  small and inconsiderable  estate, "" neglected his sworn duty, they said."
no	X and Y	frail	small	large - small	(?!large)(\b\w+) and (\bsmall)	31581	 She looked 	frail and small	, and her sneakers were glaringly white, and her shirt had a stain on it from when she'd drunk juice in the car.	 She looked  frail and small , and her sneakers were glaringly white, and her shirt had a stain on it from when she'd drunk juice in the car.
no	X and Y	small	impoverished	large - small	(\bsmall) and (?!large)(\b\w+)	9236	 Being a citizen of this 	small and impoverished	 nation of Indians, I welcomed the opportunity to join other Pawnee activists in the repatriation quest.	 Being a citizen of this  small and impoverished  nation of Indians, I welcomed the opportunity to join other Pawnee activists in the repatriation quest.
no	X and Y	small	dim	large - small	(\bsmall) and (?!large)(\b\w+)	8632	 At present, we lack telescopes capable of seeing those planets, which are 	small and dim	 and immersed in the glare of their parent stars.	 At present, we lack telescopes capable of seeing those planets, which are  small and dim  and immersed in the glare of their parent stars.
no	X and Y	large	diverse	large - small	(\blarge) and (?!small)(\b\w+)	11544	 Cloud environments usually support a 	large and diverse	 community of users, so these controls are even more critical.	 Cloud environments usually support a  large and diverse  community of users, so these controls are even more critical.
no	X and Y	size	large	large - small	(?!small)(\b\w+) and (\blarge)	41109	 They're more carlike than mid-	size and large	 light trucks such as sport-utility vehicles, pickup trucks and even minivans.	 They're more carlike than mid- size and large  light trucks such as sport-utility vehicles, pickup trucks and even minivans.
no	X and Y	small	fragile	large - small	(\bsmall) and (?!large)(\b\w+)	26875	" Mom, "" she cries, her voice "	small and fragile	 in the darkness.	" Mom, "" she cries, her voice  small and fragile  in the darkness."
no	X and Y	large	increasing	large - small	(\blarge) and (?!small)(\b\w+)	31113	 Scientists have now used PCR to find HIV in virtually every patient with AIDS and to show that HIV is present in 	large and increasing	 amounts even in the pre-AIDS stages of HIV disease.	 Scientists have now used PCR to find HIV in virtually every patient with AIDS and to show that HIV is present in  large and increasing  amounts even in the pre-AIDS stages of HIV disease.
no	X and Y	small	full	large - small	(\bsmall) and (?!large)(\b\w+)	24378	 It was too hot and 	small and full	 of people's smells.	 It was too hot and  small and full  of people's smells.
no	X and Y	small	inadequate	large - small	(\bsmall) and (?!large)(\b\w+)	43973	 We have a 	small and inadequate	 window of time in which to wield that power -- but that has always been true of the challenges we have undertaken.	 We have a  small and inadequate  window of time in which to wield that power -- but that has always been true of the challenges we have undertaken.
no	X and Y	small	intimate	large - small	(\bsmall) and (?!large)(\b\w+)	24308	 It was only after having been to a 	small and intimate	 festival in 2005 that Simon thought to himself that we can actually make this happen and put on our own quality festival.	 It was only after having been to a  small and intimate  festival in 2005 that Simon thought to himself that we can actually make this happen and put on our own quality festival.
no	X and Y	employed	small	large - small	(?!large)(\b\w+) and (\bsmall)	49089	com offers free online bookkeeping for the self-	employed and small	 business owners.	com offers free online bookkeeping for the self- employed and small  business owners.
no	X and Y	blue	small	large - small	(?!large)(\b\w+) and (\bsmall)	18490	 I got there on the morning of the tenth, a day of exquisite weather, the low, overcast skies so often seen in central Kentucky replaced with brilliant 	blue and small	 clouds.	 I got there on the morning of the tenth, a day of exquisite weather, the low, overcast skies so often seen in central Kentucky replaced with brilliant  blue and small  clouds.
no	X and Y	small	big	large - small	(\bsmall) and (?!large)(\b\w+)	26516	 Marrying the two gives excellent 	small and big	 bump performance while keeping overall fork weight, cost and maintenance to a minimum.	 Marrying the two gives excellent  small and big  bump performance while keeping overall fork weight, cost and maintenance to a minimum.
no	X and Y	small	slight	large - small	(\bsmall) and (?!large)(\b\w+)	16291	 He's rather 	small and slight	, for someone who can hit the ball farther than anyone has before.	 He's rather  small and slight , for someone who can hit the ball farther than anyone has before.
no	X and Y	aircraft	small	large - small	(?!large)(\b\w+) and (\bsmall)	7767	 Anti-	aircraft and small	 arms fire comes up from all over, hitting the planes multiple times.	 Anti- aircraft and small  arms fire comes up from all over, hitting the planes multiple times.
no	X and Y	small	numerous	large - small	(\bsmall) and (?!large)(\b\w+)	7919	 Are they forced to decipher a myriad of incongruent actions to figure me out-much like the 	small and numerous	 words printed all over the back of the products I searched on the shelves today?	 Are they forced to decipher a myriad of incongruent actions to figure me out-much like the  small and numerous  words printed all over the back of the products I searched on the shelves today?
no	X and Y	small	medium	large - small	(\bsmall) and (?!large)(\b\w+)	4987	 A belated effort to do so in 1969 failed partially because by this time the 	small and medium	 peasantry had also turned against the project.	 A belated effort to do so in 1969 failed partially because by this time the  small and medium  peasantry had also turned against the project.
