class	pattern	X_found	Y_found	pair	query	sent_id	context_pre	costr	context_post	text
yes	X and Y	long	short	long - short	(long) and (short)	36102	 The first part is performed on pandeiro assimilating the 	long and short	 vowel pronunciation of Japanese.	 The first part is performed on pandeiro assimilating the  long and short  vowel pronunciation of Japanese.
yes	X and Y	short	long	long - short	(short) and (long)	39899	 These 	short and long	 wires, skewed and seemingly tangled, suggest the chaos of windblown movement.	 These  short and long  wires, skewed and seemingly tangled, suggest the chaos of windblown movement.
yes	X and Y	short	long	long - short	(short) and (long)	33640	 Tancredo, Head Start has shown to be effective in the the 	short and long	 term.	 Tancredo, Head Start has shown to be effective in the the  short and long  term.
yes	X and Y	long	short	long - short	(long) and (short)	3208	" "" What does it mean to you both for the "	long and short	 term?	" "" What does it mean to you both for the  long and short  term?"
yes	X and Y	short	long	long - short	(short) and (long)	24694	 It's about what Facebook offers you, in the 	short and long	 term.	 It's about what Facebook offers you, in the  short and long  term.
yes	X and Y	long	short	long - short	(long) and (short)	33823	 That for me is the 	long and short	 of the formal logic of the situation, no matter what the kinds of truth might materially be.	 That for me is the  long and short  of the formal logic of the situation, no matter what the kinds of truth might materially be.
yes	X and Y	long	short	long - short	(long) and (short)	1779	" "" It involved a partnership structure, a percentage-of-profits compensation arrangement for Ben as a general partner, a number of limited partners and a variety of "	long and short	 positions.	" "" It involved a partnership structure, a percentage-of-profits compensation arrangement for Ben as a general partner, a number of limited partners and a variety of  long and short  positions."
yes	X and Y	short	long	long - short	(short) and (long)	6889	 And Nielson advocated a balance of 	short and long	 -- depending on your frequency.	 And Nielson advocated a balance of  short and long  -- depending on your frequency.
yes	X and Y	short	long	long - short	(short) and (long)	43478	 Using the regional curve standardization (RCS) technique, pine-growth variability on 	short and long	 time scales was retained and subsequently summer (June -- August) temperatures were reconstructed yielding information on temperature variability during the last 3600 years.	 Using the regional curve standardization (RCS) technique, pine-growth variability on  short and long  time scales was retained and subsequently summer (June -- August) temperatures were reconstructed yielding information on temperature variability during the last 3600 years.
yes	X and Y	short	long	long - short	(short) and (long)	42688	 To better facilitate the conversation between us, she has developed a system of 	short and long	 bursts of electrical charge in groups of four to represent letters and numerals.	 To better facilitate the conversation between us, she has developed a system of  short and long  bursts of electrical charge in groups of four to represent letters and numerals.
yes	X and Y	short	long	long - short	(short) and (long)	12236	 Development cooperation should promote, in the 	short and long	 terms, the development of more integrative, community-based programs to benefit the local people and enhance their abilities to be self-reliant and productive.	 Development cooperation should promote, in the  short and long  terms, the development of more integrative, community-based programs to benefit the local people and enhance their abilities to be self-reliant and productive.
yes	X and Y	short	long	long - short	(short) and (long)	12399	 Do you have the information to help you be prepared for the 	short and long	 term?	 Do you have the information to help you be prepared for the  short and long  term?
yes	X and Y	short	long	long - short	(short) and (long)	1069	" "" Educating the community brings a double benefit because it is helpful in both the "	short and long	" term, "" Constable says."	" "" Educating the community brings a double benefit because it is helpful in both the  short and long  term, "" Constable says."
yes	X and Y	short	long	long - short	(short) and (long)	41855	 This not only breaks a promise; it is potentially counterproductive, in both the 	short and long	 term.	 This not only breaks a promise; it is potentially counterproductive, in both the  short and long  term.
yes	X and Y	long	short	long - short	(long) and (short)	9296	 Bernie and I have been inspecting our books - and the 	long and short	 of it is, we can not survive with our current losses, so.	 Bernie and I have been inspecting our books - and the  long and short  of it is, we can not survive with our current losses, so.
yes	X and Y	short	long	long - short	(short) and (long)	24649	 It's a good song to use early in the year for contrasting speaking and singing voices, and it will be appreciated by classroom teachers who are teaching reading because it reinforces 	short and long	 vowel sounds.	 It's a good song to use early in the year for contrasting speaking and singing voices, and it will be appreciated by classroom teachers who are teaching reading because it reinforces  short and long  vowel sounds.
yes	X and Y	short	long	long - short	(short) and (long)	35211	 The binary 	short and long	 operations are slower because of the format-conversion and rounding cycles.	 The binary  short and long  operations are slower because of the format-conversion and rounding cycles.
yes	X and Y	long	short	long - short	(long) and (short)	27690	 New software lets you read 	long and short	 works online.	 New software lets you read  long and short  works online.
